,laptop_ID,Company,Product,TypeName,Display,ScreenResolution,CPU,RAM,Memory,Gpu,Operating System,Weight,Price_euros,Price-USD,Unnamed: 0,Name,Warranty,Price,rating
1074,1089.0,Lenovo,ThinkPad Yoga,Ultrabook,12.5,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 520,win10,1.3kg,1713.49,1936.2436999999998,,,,,
1075,1090.0,Lenovo,IdeaPad 300-17ISK,Notebook,17.3,1600x900,Intel Core i5 6200U 2.3GHz,8.0,1.0TB HDD,AMD Radeon R5 M330,win10,3.0kg,659.0,744.67,,,,,
1076,1091.0,Lenovo,Ideapad 700-15ISK,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,4.0,1TB HDD,Nvidia GeForce GTX 950M,win10,2.3kg,977.0,1104.01,,,,,
1077,1092.0,MSI,GT72VR Dominator,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,win10,3.78kg,2499.0,2823.87,,,,,
1078,1093.0,Lenovo,V110-15ISK (i5-6200U/4GB/500GB/W10),Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4.0,500GB HDD,Intel HD Graphics 520,win10,2.1kg,540.0,610.1999999999999,,,,,
1079,1094.0,HP,Probook 650,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4.0,500GB HDD,Intel HD Graphics 520,win7,2.31kg,940.0,1062.1999999999998,,,,,
1080,1095.0,Lenovo,Yoga 900S-12ISK,Ultrabook,12.5,IPS Panel Touchscreen 2560x1440,Intel Core M 6Y75 1.2GHz,8.0,512GB SSD,Intel HD Graphics 515,win10,0.99kg,1399.0,1580.87,,,,,
1081,1096.0,Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,32.0,512GB SSD +  1.0TB Hybrid,Nvidia GeForce GTX 980M,win10,4.6kg,3240.0,3661.2,,,,,
1082,1097.0,Lenovo,Yoga Book,2 in 1 Convertible,10.1,IPS Panel Touchscreen 1920x1200,Intel Atom x5-Z8550 1.44GHz,4.0,64GB Flash Storage,Intel HD Graphics 400,win10,0.69kg,646.27,730.2850999999999,,,,,
1083,1098.0,HP,Spectre x360,Ultrabook,13.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7500U 2.7GHz,16.0,512GB SSD,Intel HD Graphics 620,win10,1.3kg,2049.0,2315.37,,,,,
1084,1099.0,Dell,Vostro 3568,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,win10,2.18kg,750.0,847.4999999999999,,,,,
1085,1100.0,HP,EliteBook 840,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4.0,500GB HDD,Intel HD Graphics 520,win7,1.54kg,1030.99,1165.0186999999999,,,,,
1086,1101.0,HP,ZBook 15u,Workstation,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8.0,256GB SSD,AMD FirePro W4190M,win7,1.9kg,1495.0,1689.35,,,,,
1087,1102.0,Lenovo,ThinkPad T460,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8.0,180GB SSD,Intel HD Graphics 520,win7,1.7kg,1199.0,1354.87,,,,,
1088,1103.0,HP,Chromebook 13,Notebook,13.3,Quad HD+ 3200x1800,Intel Pentium Dual Core 4405Y 1.5GHz,4.0,32GB Flash Storage,Intel HD Graphics 515,chrome,1.29kg,615.0,694.9499999999999,,,,,
1089,1104.0,Acer,Aspire ES1-523,Notebook,15.6,1366x768,AMD A8-Series 7410 2.2GHz,4.0,500GB HDD,AMD Radeon R5,win10,2.4kg,387.0,437.30999999999995,,,,,
1090,1105.0,Dell,Inspiron 3552,Notebook,15.6,1366x768,Intel Pentium Quad Core N3700 1.6GHz,4.0,500GB HDD,Intel HD Graphics,Linux,2.2kg,393.49,444.64369999999997,,,,,
1091,1106.0,HP,250 G6,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4.0,1TB HDD,Intel HD Graphics 520,No OS,1.86kg,345.99,390.96869999999996,,,,,
1092,1107.0,Asus,Rog GL702VM-GC354T,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,win10,2.7kg,1599.0,1806.87,,,,,
1093,1108.0,Dell,Inspiron 5370,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4.0,256GB SSD,AMD Radeon 530,win10,1.4kg,818.35,924.7354999999999,,,,,
1094,1109.0,HP,Elitebook 820,Netbook,12.5,1366x768,Intel Core i5 6200U 2.3GHz,4.0,128GB SSD,Intel HD Graphics 520,win7,2.4kg,1599.0,1806.87,,,,,
1095,1110.0,Acer,Aspire F5-573G,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 950M,win10,2.4kg,799.0,902.8699999999999,,,,,
1096,1111.0,Dell,Inspiron 5567,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,1TB HDD,AMD Radeon R7 M445,win10,2.36kg,638.8,721.8439999999999,,,,,
1097,1112.0,MSI,GS70 Stealth,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8.0,256GB SSD,Nvidia GeForce GTX 965M,win10,2.6kg,1599.0,1806.87,,,,,
1098,1113.0,HP,250 G5,Notebook,15.6,1366x768,Intel Pentium Quad Core N3710 1.6GHz,4.0,1TB HDD,Intel HD Graphics 405,win10,1.96kg,500.0,565.0,,,,,
1099,1114.0,Asus,G752VY-GC162T (i7-6700HQ/16GB/1TB,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,win10,4.3kg,2299.0,2597.87,,,,,
1100,1115.0,Dell,Latitude E5270,Ultrabook,12.5,1366x768,Intel Core i3 6100U 2.3GHz,4.0,500GB HDD,Intel HD Graphics 520,win7,1.5kg,1135.15,1282.7195,,,,,
1101,1116.0,Dell,Latitude E5270,Ultrabook,12.5,1366x768,Intel Core i3 6100U 2.3GHz,4.0,128GB SSD,Intel HD Graphics 520,win7,1.5kg,1166.97,1318.6761,,,,,
1102,1117.0,Acer,Chromebook 15,Notebook,15.6,1366x768,Intel Celeron Dual Core 3205U 1.5GHz,4.0,16GB SSD,Intel HD Graphics,chrome,2.20kg,209.0,236.17,,,,,
1103,1118.0,HP,ZBook 17,Workstation,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8.0,1TB HDD,AMD FirePro W6150M,win7,3.0kg,2899.0,3275.87,,,,,
1104,1119.0,Lenovo,Legion Y520-15IKBN,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16.0,512GB SSD,Nvidia GeForce GTX 1050 Ti,win10,2.4kg,1199.0,1354.87,,,,,
1105,1120.0,Dell,Latitude E5270,Ultrabook,12.5,1366x768,Intel Core i5 6200U 2.3GHz,8.0,256GB SSD,Intel HD Graphics 520,win7,1.5kg,1413.1,1596.8029999999997,,,,,
1106,1121.0,MSI,GE72 Apache,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,win10,2.9kg,1511.19,1707.6446999999998,,,,,
1107,1122.0,Lenovo,Yoga 500-15ISK,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 6200U 2.3GHz,4.0,256GB SSD,Intel HD Graphics 520,win10,2.1kg,867.0,979.7099999999999,,,,,
1108,1123.0,HP,15-bw011nv (A6-9220/4GB/1TB/FHD/W10),Notebook,15.6,Full HD 1920x1080,AMD A6-Series 9220 2.5GHz,4.0,1TB HDD,AMD Radeon R4,win10,2.1kg,398.0,449.73999999999995,,,,,
1109,1124.0,Asus,Rog GL552VW-CN470T,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,win10,2.59kg,1339.0,1513.07,,,,,
1110,1125.0,HP,EliteBook 1030,Notebook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core M 6Y54 1.1GHz,8.0,256GB SSD,Intel HD Graphics 515,win10,1.16kg,1699.0,1919.87,,,,,
1111,1126.0,Dell,Vostro 3559,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4.0,500GB HDD,AMD Radeon R5 M315,win7,2.24kg,769.15,869.1394999999999,,,,,
1112,1127.0,Lenovo,V110-15ISK (i3-6006U/4GB/128GB/W10),Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4.0,128GB SSD,Intel HD Graphics 520,win10,2.1kg,429.0,484.77,,,,,
1113,1128.0,HP,Spectre Pro,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8.0,512GB SSD,Intel HD Graphics 520,win10,1.16kg,1969.0,2224.97,,,,,
1114,1129.0,Lenovo,Yoga Book,2 in 1 Convertible,10.1,IPS Panel Touchscreen 1920x1200,Intel Atom x5-Z8550 1.44GHz,4.0,64GB Flash Storage,Intel HD Graphics 400,Android,0.69kg,549.0,620.3699999999999,,,,,
1115,1130.0,Dell,XPS 13,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 7560U 2.4GHz,8.0,256GB SSD,Intel Iris Plus Graphics 640,win10,1.23kg,1379.0,1558.2699999999998,,,,,
1116,1131.0,Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,16.0,256GB SSD +  1.0TB Hybrid,Nvidia GeForce GTX 980M,win10,4.6kg,2749.99,3107.4886999999994,,,,,
1117,1132.0,Razer,Blade Stealth,Ultrabook,12.5,Touchscreen / 4K Ultra HD 3840x2160,Intel Core i7 6500U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 520,win10,1.25kg,1029.0,1162.77,,,,,
1118,1133.0,Toshiba,Portege X30-D-10K,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16.0,512GB SSD,Intel HD Graphics 620,win10,1.05kg,2226.0,2515.3799999999997,,,,,
1119,1134.0,Asus,Rog GL752VW-T4308T,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,win10,3.52kg,1312.49,1483.1136999999999,,,,,
1120,1135.0,Vero,V131 (X5-Z8350/4GB/32GB/FHD/W10),Notebook,13.3,Full HD 1920x1080,Intel Atom X5-Z8350 1.44GHz,4.0,32GB Flash Storage,Intel HD Graphics 400,win10,1.35kg,196.0,221.48,,,,,
1121,1136.0,HP,Spectre Pro,Notebook,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8.0,256GB SSD,Intel HD Graphics 520,win10,1.16kg,1690.0,1909.6999999999998,,,,,
1122,1137.0,HP,EliteBook 1040,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8.0,256GB SSD,Intel HD Graphics 520,win7,1.43kg,1513.0,1709.6899999999998,,,,,
1123,1138.0,Dell,Latitude E5570,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4.0,500GB HDD,Intel HD Graphics 520,Linux,2.09kg,523.63,591.7018999999999,,,,,
1124,1139.0,Asus,VivoBook Max,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4.0,1TB HDD,Intel HD Graphics 620,win10,2kg,435.0,491.54999999999995,,,,,
1125,1140.0,Lenovo,ThinkPad Yoga,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 520,win10,1.8kg,1669.0,1885.9699999999998,,,,,
1126,1141.0,Lenovo,Yoga Book,2 in 1 Convertible,10.1,IPS Panel Touchscreen 1920x1200,Intel Atom x5-Z8550 1.44GHz,4.0,64GB Flash Storage,Intel HD Graphics 400,win10,0.69kg,479.0,541.27,,,,,
1127,1142.0,HP,EliteBook 820,Ultrabook,12.5,1366x768,Intel Core i5 6300U 2.4GHz,8.0,256GB SSD,Intel HD Graphics 520,win7,1.26kg,1895.0,2141.35,,,,,
1128,1143.0,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,No OS,2.4kg,989.0,1117.57,,,,,
1129,1144.0,HP,Omen -,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,win10,3.35kg,1129.0,1275.77,,,,,
1130,1145.0,HP,15-bs078cl (i7-7500U/8GB/2TB/W10),Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,8.0,2TB HDD,Intel HD Graphics 620,win10,2.04kg,629.0,710.77,,,,,
1131,1146.0,Lenovo,ThinkPad P40,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6600U 2.6GHz,8.0,512GB SSD,Nvidia Quadro M500M,win7,1.8kg,2050.38,2316.9294,,,,,
1132,1147.0,Asus,L403NA-GA013TS (N3350/4GB/32GB/W10),Notebook,14.0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4.0,32GB Flash Storage,Intel HD Graphics 500,win10,1.5kg,278.0,314.14,,,,,
1133,1148.0,HP,250 G6,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,256GB SSD,Intel HD Graphics 620,win10,1.84kg,752.0,849.7599999999999,,,,,
1134,1149.0,Acer,Aspire E5-576G,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4.0,1TB HDD,Nvidia GeForce 940MX,win10,2.23kg,616.0,696.0799999999999,,,,,
1135,1150.0,Lenovo,IdeaPad 500-15ISK,Notebook,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16.0,1.0TB Hybrid,AMD Radeon R7 M360,win10,2.5kg,1099.0,1241.87,,,,,
1136,1151.0,HP,ZBook 17,Workstation,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8.0,256GB SSD,Nvidia Quadro M3000M,win7,3kg,3949.4,4462.822,,,,,
1137,1153.0,Dell,Inspiron 5567,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8.0,1TB HDD,AMD Radeon R7 M445,win10,2.5kg,784.0,885.92,,,,,
1138,1154.0,MSI,GT72S Dominator,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,16.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,win10,3.78kg,2399.0,2710.87,,,,,
1139,1155.0,HP,EliteBook 850,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 520,win7,1.88kg,2171.72,2454.0435999999995,,,,,
1140,1156.0,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,IPS Panel Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,16.0,512GB SSD,Intel HD Graphics 520,win10,2.8kg,2440.0,2757.2,,,,,
1141,1157.0,MSI,GP62M 7RDX,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,win10,2.4kg,1142.8,1291.3639999999998,,,,,
1142,1160.0,HP,Spectre Pro,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 6300U 2.4GHz,8.0,256GB SSD,Intel HD Graphics 520,win10,1.48kg,1629.0,1840.7699999999998,,,,,
1143,1161.0,HP,ZBook 15,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8.0,256GB SSD,Nvidia Quadro M1000M,win7,2.59kg,2229.0,2518.77,,,,,
1144,1162.0,HP,Spectre Pro,2 in 1 Convertible,13.3,Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,8.0,256GB SSD,Intel HD Graphics 520,win10,1.48kg,1799.0,2032.87,,,,,
1145,1163.0,HP,ZBook Studio,Workstation,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8.0,256GB SSD,Nvidia Quadro M1000M,win7,2.0kg,1899.0,2145.87,,,,,
1146,1164.0,HP,EliteBook 820,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 6500U 2.50GHz,8.0,256GB SSD,Intel HD Graphics 520,win7,1.26kg,2296.95,2595.5534999999995,,,,,
1147,1165.0,Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,256GB SSD,Nvidia GeForce 940MX,win10,2.18kg,1009.9,1141.187,,,,,
1148,1166.0,HP,EliteBook 850,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8.0,256GB SSD,Intel HD Graphics 520,win7,1.88kg,1579.0,1784.2699999999998,,,,,
1149,1167.0,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,IPS Panel Touchscreen 2560x1440,Intel Core i7 6500U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 520,win10,1.27kg,2339.0,2643.0699999999997,,,,,
1150,1168.0,Lenovo,V110-15ISK (i3-6006U/4GB/1TB/No,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4.0,1TB HDD,Intel HD Graphics 520,No OS,1.9kg,339.0,383.06999999999994,,,,,
1151,1169.0,HP,15-BA015wm (E2-7110/4GB/500GB/W10),Notebook,15.6,1366x768,AMD E-Series 7110 1.8GHz,4.0,500GB HDD,AMD Radeon R2 Graphics,win10,1.86kg,297.0,335.60999999999996,,,,,
1152,1170.0,Lenovo,B51-80 (i5-6200U/8GB/1TB/Radeon,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8.0,1TB HDD,AMD Radeon R5 M330,No OS,2.32kg,599.0,676.8699999999999,,,,,
1153,1171.0,Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,1TB HDD,Nvidia GeForce GTX 1050Ti,win10,2.62kg,1199.0,1354.87,,,,,
1154,1172.0,Dell,XPS 15,Notebook,15.6,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,Intel Core i5 6300HQ 2.3GHz,8.0,256GB SSD,Nvidia GeForce 960M,win10,2.04kg,2250.68,2543.2683999999995,,,,,
1155,1173.0,HP,15-bw002nv (A6-9220/4GB/256GB/Radeon,Notebook,15.6,Full HD 1920x1080,AMD A6-Series A6-9220 2.5GHz,4.0,256GB SSD,AMD Radeon 520,win10,1.91kg,478.89,541.1456999999999,,,,,
1156,1174.0,MSI,GP72M 7REX,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,win10,2.7kg,1492.8,1686.8639999999998,,,,,
1157,1175.0,Lenovo,ThinkPad T460s,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,12.0,512GB SSD,Intel HD Graphics 520,win7,1.4kg,2299.0,2597.87,,,,,
1158,1176.0,Lenovo,B51-80 (i5-6200U/8GB/1008GB/Radeon,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8.0,1.0TB Hybrid,AMD Radeon R5 M330,win10,2.5kg,788.49,890.9936999999999,,,,,
1159,1177.0,HP,Spectre Pro,2 in 1 Convertible,13.3,Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,8.0,512GB SSD,Intel HD Graphics 520,win10,1.48kg,2041.0,2306.33,,,,,
1160,1178.0,Lenovo,ThinkPad T460,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8.0,256GB SSD,Intel HD Graphics 520,win7,1.7kg,1499.0,1693.87,,,,,
1161,1179.0,MSI,GS40 Phantom,Gaming,14.0,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 970M,win10,1.7kg,1769.0,1998.9699999999998,,,,,
1162,1180.0,HP,Pavilion 15-cb003nv,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,1TB HDD,Nvidia GeForce GTX 1050,win10,2.62kg,899.0,1015.8699999999999,,,,,
1163,1181.0,Lenovo,IdeaPad 310-15ISK,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,8.0,1TB HDD,Intel HD Graphics 520,win10,2.2kg,459.0,518.67,,,,,
1164,1182.0,HP,250 G4,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4.0,500GB HDD,Intel HD Graphics 520,No OS,2.1kg,476.99,538.9987,,,,,
1165,1183.0,Dell,Inspiron 7567,Gaming,15.6,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,win10,2.62kg,1498.0,1692.7399999999998,,,,,
1166,1184.0,Lenovo,ThinkPad T570,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,win10,1.95kg,1390.0,1570.6999999999998,,,,,
1167,1185.0,Lenovo,320-15ISK (i3-6006U/4GB/1TB/GeForce,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4.0,1TB HDD,Nvidia GeForce 920MX ,win10,2.2kg,468.0,528.8399999999999,,,,,
1168,1186.0,HP,Stream 14-AX000nv,Notebook,14.0,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2.0,32GB Flash Storage,Intel HD Graphics 400,win10,1.44kg,249.0,281.36999999999995,,,,,
1169,1187.0,MSI,PL60 7RD,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,1TB HDD,Nvidia GeForce GTX 1050,win10,2.2kg,839.0,948.0699999999999,,,,,
1170,1188.0,HP,250 G5,Notebook,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 520,win10,1.96kg,679.0,767.27,,,,,
1171,1189.0,HP,ProBook 450,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16.0,512GB SSD,Intel UHD Graphics 620,win10,2.1kg,1159.0,1309.6699999999998,,,,,
1172,1190.0,Asus,X553SA-XX021T (N3050/4GB/500GB/W10),Notebook,15.6,1366x768,Intel Celeron Dual Core N3050 1.6GHz,4.0,500GB HDD,Intel HD Graphics,win10,2.2kg,369.0,416.96999999999997,,,,,
1173,1191.0,Lenovo,V110-15ISK (i5-6200U/4GB/500GB/No,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4.0,500GB HDD,Intel HD Graphics 520,No OS,2.1kg,398.0,449.73999999999995,,,,,
1174,1192.0,Lenovo,IdeaPad 510-15IKB,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,1TB HDD,Nvidia GeForce 940MX,No OS,2.2kg,709.0,801.17,,,,,
1175,1193.0,Asus,UX410UA-GV097T (i3-7100U/4GB/256GB/FHD/W10),Notebook,14.0,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4.0,256GB SSD,Intel HD Graphics 620,win10,2kg,769.0,868.9699999999999,,,,,
1176,1194.0,Lenovo,B51-80 (i7-6500U/4GB/1008GB/FHD/W7),Notebook,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,4.0,1.0TB Hybrid,Intel HD Graphics 520,win7,2.32kg,825.0,932.2499999999999,,,,,
1177,1195.0,Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16.0,512GB SSD,Nvidia GeForce GTX 960,win10,3.31kg,1305.0,1474.6499999999999,,,,,
1178,1196.0,MSI,GS60 Ghost,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 970M,win10,1.91kg,2153.37,2433.3080999999997,,,,,
1179,1197.0,HP,ProBook 450,Notebook,15.6,1366x768,Intel Core i3 6100U 2.3GHz,4.0,500GB HDD,Intel HD Graphics 520,win10,2.07kg,650.0,734.4999999999999,,,,,
1180,1198.0,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,IPS Panel Touchscreen 2560x1440,Intel Core i5 6200U 2.3GHz,8.0,256GB SSD,Intel HD Graphics 520,win10,1.36kg,1637.0,1849.8099999999997,,,,,
1181,1199.0,Lenovo,IdeaPad 310-15IKB,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,6.0,256GB SSD,Nvidia GeForce 920M,win10,1.54kg,831.0,939.0299999999999,,,,,
1182,1200.0,Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,256GB SSD,Nvidia GeForce GT 940MX,Linux,1.98kg,895.01,1011.3612999999999,,,,,
1183,1201.0,Acer,Aspire 3,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 2GHz,4.0,500GB HDD,Intel HD Graphics 500,win10,2.1kg,333.0,376.28999999999996,,,,,
1184,1202.0,HP,Pavilion 15-BC000nv,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,6.0,1TB HDD,Nvidia GeForce GTX 960M,win10,2.18kg,799.0,902.8699999999999,,,,,
1185,1203.0,Asus,Rog GL552VW-DM201T,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,win10,2.591kg,909.0,1027.1699999999998,,,,,
1186,1204.0,Dell,Inspiron 5578,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16.0,512GB SSD,Intel HD Graphics 620,win10,2.09kg,1179.0,1332.27,,,,,
1187,1205.0,Acer,Aspire E5-576G,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4.0,256GB SSD,Nvidia GeForce 940MX,win10,2.23kg,691.0,780.8299999999999,,,,,
1188,1206.0,Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i5 6300U 2.4GHz,8.0,256GB SSD,Intel HD Graphics 520,Linux,1.23kg,1099.0,1241.87,,,,,
1189,1207.0,Acer,Predator G9-793,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,win10,4.2kg,2599.0,2936.87,,,,,
1190,1208.0,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8.0,1TB HDD,Nvidia GeForce GTX 1050,win10,2.4kg,819.0,925.4699999999999,,,,,
1191,1209.0,Samsung,Chromebook Plus,2 in 1 Convertible,12.3,IPS Panel Touchscreen 2400x1600,Samsung Cortex A72&A53 2.0GHz,4.0,32GB Flash Storage,ARM Mali T860 MP4,chrome,1.15kg,659.0,744.67,,,,,
